学号,姓名,语文,数学,英语,物理,化学,生物
20240698,学生698,72,72,47,62,89,99
20240699,学生699,73,44,99,97,86,59
20240700,学生700,54,45,60,73,61,73
20240701,学生701,92,65,67,50,88,55
20240702,学生702,52,70,74,68,100,84
20240703,学生703,62,60,98,77,70,92
20240704,学生704,97,89,59,45,74,55
20240705,学生705,66,94,52,60,56,74
20240706,学生706,74,98,100,70,45,92
20240707,学生707,99,77,95,87,76,45
20240708,学生708,91,53,73,54,96,43
20240709,学生709,82,87,66,93,51,68
20240710,学生710,40,43,77,89,49,79
20240711,学生711,64,43,87,60,49,48
20240712,学生712,46,83,45,98,53,99
20240713,学生713,44,89,73,68,60,79
20240714,学生714,45,52,51,86,41,92
20240715,学生715,65,41,65,72,87,45
20240716,学生716,87,74,73,70,61,78
20240717,学生717,95,56,47,79,71,72
20240718,学生718,65,89,73,46,75,99
20240719,学生719,51,52,84,73,97,69
20240720,学生720,63,65,78,53,59,40
20240721,学生721,92,46,76,85,99,78
20240722,学生722,43,75,57,95,83,44
20240723,学生723,88,54,75,67,65,67
20240724,学生724,87,49,57,100,71,77
20240725,学生725,98,46,43,75,42,56
20240726,学生726,53,49,96,51,98,44
20240727,学生727,42,42,99,67,88,70
20240728,学生728,76,89,60,42,75,45
20240729,学生729,72,75,41,74,99,51
20240730,学生730,96,59,83,75,81,85
20240731,学生731,88,82,63,81,82,80
20240732,学生732,53,58,78,83,86,95
20240733,学生733,83,74,40,63,47,66
20240734,学生734,51,50,45,97,62,96
20240735,学生735,67,74,96,90,48,42
20240736,学生736,82,74,89,84,42,57
20240737,学生737,81,94,58,94,92,56
20240738,学生738,44,57,96,69,99,43
20240739,学生739,79,44,51,75,44,95
20240740,学生740,54,95,43,66,59,96
20240741,学生741,81,84,87,47,90,98
20240742,学生742,84,81,46,98,98,45
20240743,学生743,63,60,98,82,64,81
20240744,学生744,88,89,52,55,83,69
20240745,学生745,44,96,65,46,99,63
20240746,学生746,65,99,100,63,68,66
20240747,学生747,40,67,76,57,70,94
20240748,学生748,70,74,54,62,93,92
20240749,学生749,95,46,54,78,90,71
20240750,学生750,58,57,66,40,90,56
20240751,学生751,48,64,100,61,72,68
20240752,学生752,68,62,51,91,89,68
20240753,学生753,52,83,41,94,62,84
20240754,学生754,66,41,82,100,93,52
20240755,学生755,40,64,75,72,68,42
20240756,学生756,41,83,90,81,93,63
20240757,学生757,85,90,99,49,53,79
20240758,学生758,64,89,86,53,98,64
20240759,学生759,58,92,85,47,93,99
20240760,学生760,84,95,92,91,97,56
20240761,学生761,71,77,55,76,78,98
20240762,学生762,86,79,79,49,72,66
20240763,学生763,41,97,41,59,69,78
20240764,学生764,66,64,90,92,99,93
20240765,学生765,71,61,91,41,44,79
20240766,学生766,59,79,55,60,85,99
20240767,学生767,55,89,95,86,55,62
20240768,学生768,45,64,72,97,65,100
20240769,学生769,42,53,73,95,86,54
20240770,学生770,77,98,98,96,85,91
20240771,学生771,76,69,87,100,84,62
20240772,学生772,73,97,48,64,64,40
20240773,学生773,71,57,97,79,86,64
20240774,学生774,98,53,65,45,54,46
20240775,学生775,94,76,65,80,88,65
20240776,学生776,87,73,54,59,100,85
20240777,学生777,52,78,88,78,40,72
20240778,学生778,60,77,43,72,76,40
20240779,学生779,64,46,59,42,54,66
20240780,学生780,80,92,83,63,61,50
20240781,学生781,70,71,51,66,52,53
20240782,学生782,86,73,69,86,54,91
20240783,学生783,56,62,74,92,62,65
20240784,学生784,82,85,41,76,95,87
20240785,学生785,41,43,72,92,79,70
20240786,学生786,58,63,75,71,77,54
20240787,学生787,66,94,67,100,43,68
20240788,学生788,40,91,63,42,54,51
20240789,学生789,70,67,42,63,88,86
20240790,学生790,66,66,94,73,99,51
20240791,学生791,79,97,75,43,58,72
20240792,学生792,95,60,90,85,69,41
20240793,学生793,49,78,60,59,86,66
20240794,学生794,46,59,85,59,95,86
20240795,学生795,95,95,66,98,49,63
20240796,学生796,97,54,92,97,100,47
20240797,学生797,73,56,54,64,61,93
20240798,学生798,81,84,49,49,80,71
20240799,学生799,69,71,50,80,98,80
20240800,学生800,66,53,41,49,47,100
20240801,学生801,52,79,84,90,100,40
20240802,学生802,89,69,63,56,71,79
20240803,学生803,64,49,48,67,48,49
20240804,学生804,66,93,54,62,55,44
20240805,学生805,40,68,99,48,55,97
20240806,学生806,83,90,52,48,64,62
20240807,学生807,54,66,46,55,84,67
20240808,学生808,58,50,81,52,57,55
20240809,学生809,43,98,90,97,74,46
20240810,学生810,73,97,70,83,86,40
20240811,学生811,71,70,81,46,61,62
20240812,学生812,79,59,55,47,100,53
20240813,学生813,85,81,47,57,50,61
20240814,学生814,46,57,72,55,47,90
20240815,学生815,89,78,59,64,51,86
20240816,学生816,89,45,83,59,94,48
20240817,学生817,63,81,40,43,47,46
20240818,学生818,68,87,66,99,74,79
20240819,学生819,70,53,45,73,98,64
20240820,学生820,45,88,99,60,95,76
20240821,学生821,57,75,46,90,64,86
20240822,学生822,67,76,52,44,86,45
20240823,学生823,88,97,98,72,93,87
20240824,学生824,87,87,85,66,71,80
20240825,学生825,62,58,68,52,50,98
20240826,学生826,58,79,43,40,82,73
20240827,学生827,66,42,96,89,56,40
20240828,学生828,68,69,62,65,51,87
20240829,学生829,63,43,80,50,95,56
20240830,学生830,42,86,89,43,55,91
20240831,学生831,65,97,51,40,81,59
20240832,学生832,84,86,72,81,59,73
20240833,学生833,44,52,42,77,94,82
20240834,学生834,84,54,67,83,43,77
20240835,学生835,91,57,75,84,69,56
20240836,学生836,89,63,77,69,49,71
20240837,学生837,97,90,90,99,59,76
20240838,学生838,87,91,52,64,43,45
20240839,学生839,68,44,93,77,48,81
20240840,学生840,65,82,81,64,74,56
20240841,学生841,52,65,41,84,46,93
20240842,学生842,61,97,64,53,75,65
20240843,学生843,50,69,82,45,80,45
20240844,学生844,99,56,84,76,72,75
20240845,学生845,83,41,51,78,72,66
20240846,学生846,56,40,58,63,53,50
20240847,学生847,43,41,95,94,97,49
20240848,学生848,70,99,49,53,91,78
20240849,学生849,77,69,79,49,76,40
20240850,学生850,40,59,49,52,65,85
20240851,学生851,93,64,60,55,96,92
20240852,学生852,81,55,97,99,70,97
20240853,学生853,63,79,97,60,67,76
20240854,学生854,57,84,85,72,54,59
20240855,学生855,70,46,52,69,100,76
20240856,学生856,59,55,98,79,90,48
20240857,学生857,64,59,66,53,77,97
20240858,学生858,49,83,46,69,51,94
20240859,学生859,93,53,54,51,100,54
20240860,学生860,62,63,65,65,45,52
20240861,学生861,92,80,64,75,62,74
20240862,学生862,60,62,58,89,53,91
20240863,学生863,95,86,99,97,40,83
20240864,学生864,77,98,51,89,96,79
20240865,学生865,41,68,45,94,44,70
20240866,学生866,69,60,90,86,61,88
20240867,学生867,96,62,48,98,71,43
20240868,学生868,82,50,53,83,66,56
20240869,学生869,94,45,58,48,91,74
20240870,学生870,40,63,81,83,80,68
20240871,学生871,76,68,63,79,65,86
20240872,学生872,92,89,74,71,55,56
20240873,学生873,58,44,81,96,78,45
20240874,学生874,64,59,66,44,42,49
20240875,学生875,54,79,45,50,59,88
20240876,学生876,44,83,87,55,71,59
20240877,学生877,55,50,79,54,59,71
20240878,学生878,45,91,40,100,69,48
20240879,学生879,51,69,48,85,66,64
20240880,学生880,90,53,82,50,60,88
20240881,学生881,56,71,92,50,53,72
20240882,学生882,100,46,71,48,83,69
20240883,学生883,74,91,84,55,82,94
20240884,学生884,61,76,63,92,82,66
20240885,学生885,98,73,58,89,55,45
20240886,学生886,56,63,45,80,61,94
20240887,学生887,65,52,56,47,51,71
20240888,学生888,78,41,48,62,61,70
20240889,学生889,42,88,99,77,49,69
20240890,学生890,75,57,45,81,99,57
20240891,学生891,75,50,91,64,57,95
20240892,学生892,82,67,87,94,43,75
20240893,学生893,54,89,67,63,41,67
20240894,学生894,47,72,95,44,90,43
20240895,学生895,47,73,94,60,47,56
20240896,学生896,58,92,75,60,57,92
20240897,学生897,98,83,75,73,96,97
20240898,学生898,85,52,75,40,57,94
20240899,学生899,42,82,51,67,51,80
20240900,学生900,54,76,50,53,62,93
20240901,学生901,74,71,61,95,90,78
20240902,学生902,42,93,47,68,69,66
20240903,学生903,48,91,85,72,75,55
20240904,学生904,72,92,87,95,78,94
20240905,学生905,51,52,88,40,94,52
20240906,学生906,88,57,46,55,52,81
20240907,学生907,72,98,89,73,88,58
20240908,学生908,58,40,79,93,95,99
20240909,学生909,96,48,64,42,51,81
20240910,学生910,88,89,77,80,60,90
20240911,学生911,94,64,60,44,56,99
20240912,学生912,73,64,71,40,56,53
20240913,学生913,44,49,80,86,83,83
20240914,学生914,48,58,66,66,77,99
20240915,学生915,53,77,79,95,75,81
20240916,学生916,56,98,65,86,79,51
20240917,学生917,84,53,93,74,93,94
20240918,学生918,71,85,68,50,44,85
20240919,学生919,67,87,100,41,64,43
20240920,学生920,53,85,65,41,48,82
20240921,学生921,54,71,43,52,93,64
20240922,学生922,42,70,48,47,43,82
20240923,学生923,99,94,77,42,46,66
20240924,学生924,42,46,43,44,94,56
20240925,学生925,65,57,87,44,49,49
20240926,学生926,90,92,57,45,82,73
20240927,学生927,100,42,99,45,100,72
20240928,学生928,46,97,70,88,84,86
20240929,学生929,47,53,52,67,64,51
20240930,学生930,84,98,95,62,49,54
20240931,学生931,100,51,99,70,87,67
20240932,学生932,78,63,56,53,71,41
20240933,学生933,70,80,77,98,71,98
20240934,学生934,41,81,75,82,51,60
20240935,学生935,70,51,74,62,84,93
20240936,学生936,56,85,82,91,73,85
20240937,学生937,94,73,96,95,87,89
20240938,学生938,78,86,49,59,75,42
20240939,学生939,64,61,61,69,45,44
20240940,学生940,51,44,76,95,81,54
20240941,学生941,99,78,69,67,78,58
20240942,学生942,77,52,96,44,98,78
20240943,学生943,67,65,87,70,74,98
20240944,学生944,79,78,50,86,55,70
20240945,学生945,62,58,48,98,43,42
20240946,学生946,83,46,91,55,95,42
20240947,学生947,51,57,84,99,98,80
20240948,学生948,80,82,43,91,56,49
20240949,学生949,43,95,91,82,50,47
20240950,学生950,85,56,60,99,87,49
20240951,学生951,56,72,44,55,63,47
20240952,学生952,61,58,83,70,48,74
20240953,学生953,84,97,67,83,100,56
20240954,学生954,90,95,56,42,58,89
20240955,学生955,41,66,60,81,97,46
20240956,学生956,64,60,54,40,80,50
20240957,学生957,96,43,88,44,83,92
20240958,学生958,63,52,78,64,59,49
20240959,学生959,62,62,46,54,66,99
20240960,学生960,97,89,47,46,51,79
20240961,学生961,93,98,88,45,70,94
20240962,学生962,71,56,50,53,83,64
20240963,学生963,84,93,98,95,49,47
20240964,学生964,54,50,56,52,41,49
20240965,学生965,61,58,42,60,43,61
20240966,学生966,94,73,57,40,57,93
20240967,学生967,75,55,68,47,80,87
20240968,学生968,52,40,96,59,99,43
20240969,学生969,81,80,99,47,81,41
20240970,学生970,89,44,42,48,70,49
20240971,学生971,77,93,62,97,40,90
20240972,学生972,94,84,81,95,50,75
20240973,学生973,44,83,65,74,40,62
20240974,学生974,50,57,75,62,63,41
20240975,学生975,70,46,80,62,70,63
20240976,学生976,72,72,89,42,93,47
20240977,学生977,60,96,62,67,55,68
20240978,学生978,61,89,65,48,45,71
20240979,学生979,88,63,93,99,85,99
20240980,学生980,78,74,53,55,40,44
20240981,学生981,55,66,100,72,43,83
20240982,学生982,85,71,48,89,63,66
20240983,学生983,53,42,67,80,49,84
20240984,学生984,91,40,83,71,70,85
20240985,学生985,40,67,87,47,44,90
20240986,学生986,53,49,100,83,53,59
20240987,学生987,81,68,70,86,100,88
20240988,学生988,48,100,67,73,77,42
20240989,学生989,41,49,65,62,67,68
20240990,学生990,51,99,85,73,68,69
20240991,学生991,48,67,83,44,59,59
20240992,学生992,65,75,60,64,44,54
20240993,学生993,73,65,45,46,61,51
20240994,学生994,42,79,100,97,43,64
20240995,学生995,75,45,63,63,86,61
20240996,学生996,51,73,50,53,99,90
20240997,学生997,99,47,82,68,43,42
20240998,学生998,48,67,95,92,51,79
20240999,学生999,77,69,52,42,69,65
20241000,学生1000,65,90,64,78,52,86
20241001,学生1001,66,61,42,45,74,66
20241002,学生1002,87,89,99,74,67,94
20241003,学生1003,48,97,63,90,47,42
20241004,学生1004,47,82,76,69,80,44
20241005,学生1005,52,70,48,78,49,98
20241006,学生1006,87,56,42,82,94,56
20241007,学生1007,66,41,88,48,80,93
20241008,学生1008,53,51,63,84,42,56
20241009,学生1009,72,75,65,69,90,71
20241010,学生1010,86,92,90,50,95,60
20241011,学生1011,46,54,57,71,77,91
20241012,学生1012,53,49,48,92,53,70
20241013,学生1013,85,72,89,89,84,44
20241014,学生1014,99,86,79,84,66,80
20241015,学生1015,93,60,52,42,92,80
20241016,学生1016,93,59,93,72,51,43
20241017,学生1017,59,92,95,54,80,71
20241018,学生1018,97,95,88,75,72,56
20241019,学生1019,53,80,80,89,91,99
20241020,学生1020,40,78,91,77,80,69
20241021,学生1021,45,95,65,74,65,89
20241022,学生1022,61,81,75,49,78,98
20241023,学生1023,42,83,97,79,57,93
20241024,学生1024,88,86,87,92,50,77
20241025,学生1025,62,44,40,62,90,40
20241026,学生1026,45,73,97,73,47,74
20241027,学生1027,98,86,79,88,90,99
20241028,学生1028,50,83,99,46,80,65
20241029,学生1029,71,64,69,45,87,51
20241030,学生1030,92,82,72,97,63,68
20241031,学生1031,89,54,57,63,93,67
20241032,学生1032,82,89,73,63,78,81
20241033,学生1033,100,43,91,80,84,51
20241034,学生1034,92,94,87,81,94,56
20241035,学生1035,96,90,81,56,76,52
20241036,学生1036,57,99,66,93,84,71
20241037,学生1037,96,68,50,92,100,51
20241038,学生1038,71,91,62,84,99,66
20241039,学生1039,95,77,82,92,74,100
20241040,学生1040,93,90,50,59,100,94
20241041,学生1041,60,91,58,60,59,61
20241042,学生1042,84,75,52,70,79,64
20241043,学生1043,71,69,76,97,91,62
20241044,学生1044,99,73,53,82,87,41
20241045,学生1045,47,43,60,43,91,66
20241046,学生1046,73,85,78,91,61,90
20241047,学生1047,40,47,97,64,77,61
20241048,学生1048,63,77,81,75,77,54
20241049,学生1049,84,79,99,76,45,98
20241050,学生1050,93,40,47,98,79,42
20241051,学生1051,98,63,77,91,50,49
20241052,学生1052,72,87,84,55,55,93
20241053,学生1053,53,65,93,52,94,90
20241054,学生1054,59,74,92,70,87,94
20241055,学生1055,92,54,96,53,100,41
20241056,学生1056,67,77,55,59,78,43
20241057,学生1057,57,56,99,58,53,86
20241058,学生1058,62,87,100,83,40,95
20241059,学生1059,83,97,94,90,95,42
20241060,学生1060,88,74,44,44,70,74
20241061,学生1061,62,71,75,50,84,87
20241062,学生1062,99,77,95,70,79,93
20241063,学生1063,62,56,49,72,96,71
20241064,学生1064,72,57,81,70,45,95
20241065,学生1065,47,65,53,80,52,47
20241066,学生1066,66,55,42,82,91,83
20241067,学生1067,52,94,64,44,72,59
20241068,学生1068,46,77,45,91,48,41
20241069,学生1069,78,70,72,57,48,41
20241070,学生1070,67,52,95,81,92,46
20241071,学生1071,83,40,80,88,69,58
20241072,学生1072,87,85,81,89,69,41
20241073,学生1073,62,62,66,48,52,46
20241074,学生1074,56,66,44,87,60,96
20241075,学生1075,97,42,87,79,83,75
20241076,学生1076,65,40,54,93,40,54
20241077,学生1077,91,88,62,74,87,42
20241078,学生1078,70,57,75,59,99,94
20241079,学生1079,51,57,46,86,43,50
20241080,学生1080,43,45,53,84,47,66
20241081,学生1081,68,75,82,63,70,76
20241082,学生1082,75,76,98,96,81,52
20241083,学生1083,66,42,71,52,46,85
20241084,学生1084,95,50,97,64,47,66
20241085,学生1085,82,45,44,63,75,75
20241086,学生1086,53,67,59,65,54,57
20241087,学生1087,61,52,100,62,95,48
20241088,学生1088,73,45,80,73,75,90
20241089,学生1089,47,42,72,92,86,74
20241090,学生1090,87,91,68,72,65,58
20241091,学生1091,83,77,52,58,60,98
20241092,学生1092,63,73,92,41,93,69
20241093,学生1093,67,51,78,52,92,86
20241094,学生1094,72,80,66,93,57,69
20241095,学生1095,70,68,84,51,80,41
20241096,学生1096,62,61,69,65,62,40
20241097,学生1097,64,99,64,94,52,68
20241098,学生1098,100,43,40,65,52,94
20241099,学生1099,91,97,98,89,48,99
20241100,学生1100,97,89,89,66,53,67
20241101,学生1101,56,65,55,69,63,86
20241102,学生1102,99,60,68,77,67,40
20241103,学生1103,48,80,51,74,93,43
20241104,学生1104,47,71,74,67,53,55
20241105,学生1105,53,49,82,47,91,57
20241106,学生1106,96,44,63,40,68,93
20241107,学生1107,70,92,58,64,46,72
20241108,学生1108,61,97,69,42,79,63
20241109,学生1109,98,87,84,52,71,81
20241110,学生1110,100,87,67,70,70,83
20241111,学生1111,78,43,95,90,89,90
20241112,学生1112,50,59,76,72,73,52
20241113,学生1113,92,46,59,54,54,82
20241114,学生1114,74,92,54,76,64,86
20241115,学生1115,46,49,89,74,41,95
20241116,学生1116,69,47,78,47,57,96
20241117,学生1117,46,70,50,62,44,85
20241118,学生1118,83,91,78,56,66,58
20241119,学生1119,76,47,43,55,54,84
20241120,学生1120,54,58,42,69,41,55
20241121,学生1121,97,72,70,93,82,57
20241122,学生1122,83,93,95,78,100,48
20241123,学生1123,88,45,86,55,78,99
20241124,学生1124,65,83,42,45,68,45
20241125,学生1125,64,84,93,68,68,48
20241126,学生1126,82,56,81,73,85,54
20241127,学生1127,88,49,55,97,55,42
20241128,学生1128,73,64,61,92,64,83
20241129,学生1129,72,67,78,70,58,57
20241130,学生1130,86,86,74,67,67,57
20241131,学生1131,82,81,97,57,45,71
20241132,学生1132,86,83,93,43,68,62
20241133,学生1133,100,71,93,82,83,54
20241134,学生1134,58,100,70,53,40,71
20241135,学生1135,89,68,81,53,55,45
20241136,学生1136,86,89,86,82,67,62
20241137,学生1137,66,95,63,41,40,87
20241138,学生1138,78,73,42,96,69,89
20241139,学生1139,74,78,64,91,68,43
20241140,学生1140,55,74,77,60,100,96
20241141,学生1141,83,60,54,56,54,74
20241142,学生1142,45,76,72,45,61,51
20241143,学生1143,76,62,66,78,57,90
20241144,学生1144,98,96,40,61,60,94
20241145,学生1145,83,74,75,47,79,53
20241146,学生1146,66,68,82,91,98,56
20241147,学生1147,59,94,61,51,83,67
20241148,学生1148,83,92,93,61,65,73
20241149,学生1149,61,76,69,92,91,77
20241150,学生1150,60,90,52,78,85,87
20241151,学生1151,60,50,83,62,46,95
20241152,学生1152,50,94,71,70,48,67
20241153,学生1153,85,54,43,43,52,63
20241154,学生1154,71,41,85,97,99,43
20241155,学生1155,84,100,76,41,42,90
20241156,学生1156,68,75,65,57,90,93
20241157,学生1157,94,83,46,92,40,49
20241158,学生1158,65,49,70,88,99,60
20241159,学生1159,69,51,96,40,47,99
20241160,学生1160,44,75,49,81,59,48
20241161,学生1161,43,74,61,99,91,52
20241162,学生1162,40,63,90,89,78,85
20241163,学生1163,48,98,58,69,81,99
20241164,学生1164,89,57,45,86,98,74
20241165,学生1165,51,72,55,91,83,77
20241166,学生1166,52,68,56,41,93,62
20241167,学生1167,99,52,63,56,81,83
20241168,学生1168,49,57,77,76,77,64
20241169,学生1169,53,64,95,66,40,92
20241170,学生1170,81,42,69,49,54,98
20241171,学生1171,69,48,60,70,99,48
20241172,学生1172,89,67,91,44,79,73
20241173,学生1173,56,67,83,61,40,55
20241174,学生1174,76,63,50,76,85,45
20241175,学生1175,97,70,87,65,81,83
20241176,学生1176,99,54,43,73,82,42
20241177,学生1177,55,79,79,96,59,71
20241178,学生1178,76,92,61,73,96,41
20241179,学生1179,78,78,95,83,94,97
20241180,学生1180,80,45,99,49,89,89
20241181,学生1181,53,76,57,83,97,49
20241182,学生1182,59,73,50,83,99,83
20241183,学生1183,99,92,99,94,60,55
20241184,学生1184,43,57,63,56,42,84
20241185,学生1185,49,62,93,70,95,85
20241186,学生1186,63,85,64,65,91,53
20241187,学生1187,86,86,75,70,99,72
20241188,学生1188,58,73,80,96,52,62
20241189,学生1189,65,88,61,53,64,40
20241190,学生1190,87,95,92,70,64,96
20241191,学生1191,47,75,55,56,58,100
20241192,学生1192,56,76,84,81,88,58
20241193,学生1193,43,82,79,57,98,96
20241194,学生1194,42,51,50,97,72,73
20241195,学生1195,46,82,92,41,67,80
20241196,学生1196,55,52,68,99,43,73
20241197,学生1197,81,49,77,40,86,53
20241198,学生1198,87,91,58,45,58,100
20241199,学生1199,82,42,94,67,93,63
20241200,学生1200,46,47,48,70,84,55
20241201,学生1201,91,99,59,81,46,80
20241202,学生1202,45,61,97,84,54,83
20241203,学生1203,41,60,70,73,57,76
20241204,学生1204,80,65,90,71,42,92
20241205,学生1205,90,50,60,72,94,94
20241206,学生1206,50,97,57,93,63,71
20241207,学生1207,94,54,54,98,70,40
20241208,学生1208,46,56,85,72,79,62
20241209,学生1209,79,88,96,90,100,48
20241210,学生1210,89,70,72,59,83,89
